prev_actionId,actionId,count,pct
10,4,122,0.0017500573789304566
13,12,117,0.0016783337158595363
0,12,116,0.0016639889832453523
10,11,113,0.0016209547854028
6,3,111,0.001592265320174432
10,8,106,0.0015205416571035116
3,2,100,0.0014344732614184072
17,4,100,0.0014344732614184072
17,1,99,0.0014201285288042232
7,5,91,0.0013053706678907504
18,4,90,0.0012910259352765664
15,8,85,0.001219302272205646
10,2,84,0.001204957539591462
16,12,84,0.001204957539591462
18,1,83,0.001190612806977278
10,9,81,0.0011619233417489098
5,12,78,0.0011188891439063576
17,11,75,0.0010758549460638054
6,9,66,0.0009467523525361487
2,1,66,0.0009467523525361487
4,0,66,0.0009467523525361487
16,9,62,0.0008893734220794125
3,6,61,0.0008750286894652283
5,9,60,0.0008606839568510443
8,6,56,0.000803305026394308
7,0,55,0.0007889602937801239
10,0,53,0.0007602708285517558
17,6,53,0.0007602708285517558
17,7,52,0.0007459260959375717
2,14,52,0.0007459260959375717
13,10,51,0.0007315813633233877
9,5,49,0.0007028918980950196
15,3,49,0.0007028918980950196
11,3,44,0.0006311682350240991
4,12,43,0.0006168235024099151
3,1,40,0.0005737893045673629
17,12,39,0.0005594445719531788
2,3,39,0.0005594445719531788
18,6,37,0.0005307551067248107
13,14,37,0.0005307551067248107
11,6,35,0.0005020656414964426
9,3,32,0.0004590314436538903
1,8,30,0.0004303419784255221
12,5,30,0.0004303419784255221
6,10,30,0.0004303419784255221
6,14,29,0.00041599724581133806
11,0,29,0.00041599724581133806
11,5,28,0.000401652513197154
8,5,28,0.000401652513197154
0,0,26,0.00037296304796878587
7,12,26,0.00037296304796878587
2,12,25,0.0003586183153546018
12,8,24,0.00034427358274041774
12,6,24,0.00034427358274041774
8,3,24,0.00034427358274041774
13,9,24,0.00034427358274041774
8,12,23,0.0003299288501262336
9,6,23,0.0003299288501262336
12,0,22,0.00031558411751204956
9,12,22,0.00031558411751204956
3,3,22,0.00031558411751204956
5,14,21,0.0003012393848978655
18,11,21,0.0003012393848978655
16,3,20,0.00028689465228368144
1,10,20,0.00028689465228368144
6,8,20,0.00028689465228368144
18,12,19,0.00027254991966949737
18,7,18,0.0002582051870553133
7,9,18,0.0002582051870553133
3,9,18,0.0002582051870553133
7,3,17,0.00024386045444112922
17,9,17,0.00024386045444112922
7,10,16,0.00022951572182694515
9,9,15,0.00021517098921276106
4,3,15,0.00021517098921276106
0,9,15,0.00021517098921276106
8,13,14,0.000200826256598577
12,12,14,0.000200826256598577
16,8,14,0.000200826256598577
11,9,14,0.000200826256598577
0,3,13,0.00018648152398439294
17,8,13,0.00018648152398439294
11,8,12,0.00017213679137020887
15,0,12,0.00017213679137020887
8,10,12,0.00017213679137020887
4,9,12,0.00017213679137020887
4,14,11,0.00015779205875602478
13,8,11,0.00015779205875602478
7,8,10,0.00014344732614184072
13,11,10,0.00014344732614184072
2,8,9,0.00012910259352765665
9,0,9,0.00012910259352765665
5,10,9,0.00012910259352765665
14,13,9,0.00012910259352765665
9,11,9,0.00012910259352765665
12,9,9,0.00012910259352765665
10,14,9,0.00012910259352765665
0,8,8,0.00011475786091347258
14,5,8,0.00011475786091347258
18,3,8,0.00011475786091347258
9,8,8,0.00011475786091347258
10,13,8,0.00011475786091347258
11,14,8,0.00011475786091347258
14,6,8,0.00011475786091347258
4,10,8,0.00011475786091347258
16,0,7,0.0001004131282992885
5,8,7,0.0001004131282992885
5,11,7,0.0001004131282992885
14,11,7,0.0001004131282992885
8,0,6,8.606839568510444e-05
12,7,6,8.606839568510444e-05
9,7,6,8.606839568510444e-05
9,13,6,8.606839568510444e-05
4,8,6,8.606839568510444e-05
2,9,6,8.606839568510444e-05
12,4,5,7.172366307092036e-05
8,8,5,7.172366307092036e-05
12,13,5,7.172366307092036e-05
11,2,5,7.172366307092036e-05
14,0,4,5.737893045673629e-05
1,11,4,5.737893045673629e-05
8,9,4,5.737893045673629e-05
18,8,4,5.737893045673629e-05
1,7,4,5.737893045673629e-05
9,4,4,5.737893045673629e-05
7,7,4,5.737893045673629e-05
4,7,3,4.303419784255222e-05
2,7,3,4.303419784255222e-05
8,11,3,4.303419784255222e-05
3,10,3,4.303419784255222e-05
2,11,3,4.303419784255222e-05
9,14,3,4.303419784255222e-05
11,13,3,4.303419784255222e-05
18,0,3,4.303419784255222e-05
14,14,3,4.303419784255222e-05
14,10,3,4.303419784255222e-05
13,7,3,4.303419784255222e-05
8,4,3,4.303419784255222e-05
18,9,2,2.8689465228368144e-05
14,2,2,2.8689465228368144e-05
12,14,2,2.8689465228368144e-05
6,7,2,2.8689465228368144e-05
7,11,2,2.8689465228368144e-05
8,14,2,2.8689465228368144e-05
8,2,2,2.8689465228368144e-05
17,0,2,2.8689465228368144e-05
8,7,1,1.4344732614184072e-05
7,4,1,1.4344732614184072e-05
7,14,1,1.4344732614184072e-05
6,4,1,1.4344732614184072e-05
5,7,1,1.4344732614184072e-05
3,16,1,1.4344732614184072e-05
4,4,1,1.4344732614184072e-05
1,4,1,1.4344732614184072e-05
2,10,1,1.4344732614184072e-05
0,2,1,1.4344732614184072e-05
6,11,1,1.4344732614184072e-05
9,2,1,1.4344732614184072e-05
14,12,1,1.4344732614184072e-05
15,15,1,1.4344732614184072e-05
17,3,1,1.4344732614184072e-05
